anio,mes,producto,unidad,usd,usd_kg
2013,Octubre,Naranjilla Jugo,Caja aprox. 35 lb,12.5,0.79
2013,Octubre,Palma de Aceite,Tonelada Métrica,151.54,0.15
2013,Octubre,Palmito,Tallo aprox. 3 lb,0.3,0.22
2013,Octubre,Panela en Bloque,Quintal,29.03,0.64
2013,Octubre,Panela Granulada,Quintal,45.19,0.99
2013,Octubre,Papa Superchola,Quintal,9.42,0.21
2013,Octubre,Pimiento,Saco aprox. 80 lb,14.58,0.4
2013,Octubre,Piña MD-2,Kilogramo,0.38,0.38
2013,Octubre,Piña Nacional,Kilogramo,0.2,0.2
2013,Octubre,Pitahaya,Kilogramo,2.63,2.63
2013,Octubre,Plátano Barraganete,Racimo aprox. 50 lb,3.33,0.15
2013,Octubre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2013,Octubre,Plátano Dominico,Racimo aprox. 50 lb,3.0,0.13
2013,Octubre,Pollo en Pie,Libra,0.96,2.13
2013,Octubre,Tomate de Árbol,Saco aprox. 80 lb,18.77,0.52
2013,Octubre,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,6.83,0.43
2013,Octubre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,7.33,0.46
2013,Octubre,Trigo,Quintal,17.98,0.4
2013,Octubre,Yuca Amarga,Funda aprox. 150 lb,7.25,0.11
2013,Octubre,Yuca Bolona Blanca,Funda aprox. 150 lb,15.39,0.23
2013,Noviembre,Arroz Cáscara,Saca aprox. 200 lb,31.97,0.35
2013,Noviembre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,25.51,0.51
2013,Noviembre,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2013,Noviembre,Banano Cavendish Enano,Caja aprox. 43 lb,6.66,0.34
2013,Noviembre,Brócoli,Kilogramo,0.25,0.25
2013,Noviembre,Cacao CCN51 Almendra Seca,Quintal,99.53,2.19
2013,Noviembre,Cacao Fino de Aroma Almendra Seca,Quintal,100.46,2.21
2013,Noviembre,Café Arábigo Bola,Quintal,75.39,1.66
2013,Noviembre,Café Robusta Cereza,Quintal,10.83,0.24
2013,Noviembre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.75,0.03
2013,Noviembre,Cebolla Colorada Seca y Limpia de Primera,Quintal,6.52,0.14
2013,Noviembre,Cebolla Perla Seca y Limpia de Primera,Quintal,12.27,0.27
2013,Noviembre,Cerdo en Pie para Faenamiento,Libra,1.06,2.36
2013,Noviembre,Fréjol Amarillo Seco,Quintal,85.0,1.87
2013,Noviembre,Fréjol Rojo Seco,Quintal,39.37,0.87
2013,Noviembre,Frutilla,Caja de 10 lb,3.73,0.82
2013,Noviembre,Huevo Mediano,Cubeta de 30 huevos,2.39,
2013,Noviembre,Leche Cruda,Litro,0.41,
2013,Noviembre,Limón,Saco aprox. 80 lb,40.0,1.1
2013,Noviembre,Maíz Duro Seco,Quintal,16.33,0.36
2013,Noviembre,Maíz Suave Choclo,Bulto aprox. 110 lb,19.56,0.39
2013,Noviembre,Maracuyá,Kilogramo,0.67,0.67
2013,Noviembre,Naranjilla Híbrida,Caja aprox. 35 lb,9.17,0.58
2013,Noviembre,Naranjilla Jugo,Caja aprox. 35 lb,13.83,0.87
2013,Noviembre,Palma de Aceite,Tonelada Métrica,153.01,0.15
2013,Noviembre,Palmito,Tallo aprox. 3 lb,0.27,0.2
2013,Noviembre,Panela en Bloque,Quintal,29.01,0.64
2013,Noviembre,Panela Granulada,Quintal,43.88,0.97
2013,Noviembre,Papa Superchola,Quintal,13.24,0.29
2013,Noviembre,Pimiento,Saco aprox. 80 lb,21.11,0.58
2013,Noviembre,Piña MD-2,Kilogramo,0.38,0.38
2013,Noviembre,Piña Nacional,Kilogramo,0.33,0.33
2013,Noviembre,Pitahaya,Kilogramo,0.63,0.63
2013,Noviembre,Plátano Barraganete,Racimo aprox. 50 lb,3.5,0.15
2013,Noviembre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2013,Noviembre,Plátano Dominico,Racimo aprox. 50 lb,3.0,0.13
2013,Noviembre,Pollo en Pie,Libra,0.91,2.02
2013,Noviembre,Tomate de Árbol,Saco aprox. 80 lb,23.22,0.64
2013,Noviembre,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,7.11,0.45
2013,Noviembre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,9.89,0.62
2013,Noviembre,Yuca Amarga,Funda aprox. 150 lb,7.29,0.11
2013,Noviembre,Yuca Bolona Blanca,Funda aprox. 150 lb,15.0,0.22
2013,Diciembre,Arroz Cáscara,Saca aprox. 200 lb,31.66,0.35
2013,Diciembre,Arveja Tierna en Vaina,Bulto aprox. 110 lb,35.67,0.71
2013,Diciembre,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2013,Diciembre,Banano Cavendish Enano,Caja aprox. 43 lb,9.25,0.47
2013,Diciembre,Brócoli,Kilogramo,0.25,0.25
2013,Diciembre,Cacao CCN51 Almendra Seca,Quintal,104.84,2.31
2013,Diciembre,Cacao Fino de Aroma Almendra Seca,Quintal,102.61,2.26
2013,Diciembre,Café Arábigo Bola,Quintal,89.59,1.97
2013,Diciembre,Café Robusta Cereza,Quintal,10.46,0.23
2013,Diciembre,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.79,0.03
2013,Diciembre,Cebolla Colorada Seca y Limpia de Primera,Quintal,10.9,0.24
2013,Diciembre,Cebolla Perla Seca y Limpia de Primera,Quintal,11.82,0.26
2013,Diciembre,Cerdo en Pie para Faenamiento,Libra,1.12,2.49
2013,Diciembre,Fréjol Rojo Seco,Quintal,42.5,0.94
2013,Diciembre,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,37.47,0.75
2013,Diciembre,Frutilla,Caja de 10 lb,3.8,0.84
2013,Diciembre,Huevo Mediano,Cubeta de 30 huevos,2.2,
2013,Diciembre,Leche Cruda,Litro,0.41,
2013,Diciembre,Limón,Saco aprox. 80 lb,21.25,0.58
2013,Diciembre,Maíz Duro Seco,Quintal,16.99,0.37
2013,Diciembre,Maíz Suave Choclo,Bulto aprox. 110 lb,16.18,0.32
2013,Diciembre,Maracuyá,Kilogramo,0.71,0.71
2013,Diciembre,Naranjilla Híbrida,Caja aprox. 35 lb,9.24,0.58
2013,Diciembre,Naranjilla Jugo,Caja aprox. 35 lb,11.5,0.72
2013,Diciembre,Palma de Aceite,Tonelada Métrica,154.59,0.15
2013,Diciembre,Palmito,Tallo aprox. 3 lb,0.3,0.22
2013,Diciembre,Panela en Bloque,Quintal,29.23,0.64
2013,Diciembre,Panela Granulada,Quintal,43.49,0.96
2013,Diciembre,Papa Superchola,Quintal,16.7,0.37
2013,Diciembre,Pimiento,Saco aprox. 80 lb,16.44,0.45
2013,Diciembre,Piña MD-2,Kilogramo,0.35,0.35
2013,Diciembre,Piña Nacional,Kilogramo,0.32,0.32
2013,Diciembre,Pitahaya,Kilogramo,1.68,1.68
2013,Diciembre,Plátano Barraganete,Racimo aprox. 50 lb,3.88,0.17
2013,Diciembre,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2013,Diciembre,Plátano Dominico,Racimo aprox. 50 lb,3.0,0.13
2013,Diciembre,Pollo en Pie,Libra,0.9,2.0
2013,Diciembre,Tomate de Árbol,Saco aprox. 80 lb,24.95,0.69
2013,Diciembre,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,7.5,0.47
2013,Diciembre,Tomate Riñón de Invernadero,Caja aprox. 35 lb,9.77,0.61
2013,Diciembre,Yuca Amarga,Funda aprox. 150 lb,7.3,0.11
2013,Diciembre,Yuca Bolona Blanca,Funda aprox. 150 lb,13.45,0.2
2014,Enero,Arroz Cáscara,Saca aprox. 200 lb,32.67,0.36
2014,Enero,Arveja Tierna en Vaina,Bulto aprox. 110 lb,39.36,0.79
2014,Enero,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2014,Enero,Cacao CCN51 Almendra Seca,Quintal,94.43,2.08
2014,Enero,Cacao Fino de Aroma Almendra Seca,Quintal,103.99,2.29
2014,Enero,Café Arábigo Bola,Quintal,95.63,2.1
2014,Enero,Café Robusta Cereza,Quintal,10.51,0.23
2014,Enero,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.5,0.03
2014,Enero,Cebolla Colorada Seca y Limpia de Primera,Quintal,15.28,0.34
2014,Enero,Cerdo en Pie para Faenamiento,Libra,1.15,2.56
2014,Enero,Fréjol Amarillo Seco,Quintal,178.39,3.92
2014,Enero,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,33.76,0.68
2014,Enero,Frutilla,Caja de 10 lb,3.89,0.86
2014,Enero,Huevo Mediano,Cubeta de 30 huevos,2.48,
2014,Enero,Leche Cruda,Litro,0.41,
2014,Enero,Limón,Saco aprox. 80 lb,8.86,0.24
2014,Enero,Maíz Duro Seco,Quintal,18.22,0.4
2014,Enero,Maíz Suave Choclo,Bulto aprox. 110 lb,16.15,0.32
2014,Enero,Maracuyá,Kilogramo,0.5,0.5
2014,Enero,Naranjilla Híbrida,Caja aprox. 35 lb,9.0,0.57
2014,Enero,Naranjilla Jugo,Caja aprox. 35 lb,13.66,0.86
2014,Enero,Palma de Aceite,Tonelada Métrica,148.39,0.15
2014,Enero,Palmito,Tallo aprox. 3 lb,0.3,0.22
2014,Enero,Panela en Bloque,Quintal,34.18,0.75
2014,Enero,Panela Granulada,Quintal,49.19,1.08
2014,Enero,Papa Superchola,Quintal,16.96,0.37
2014,Enero,Pimiento,Saco aprox. 80 lb,13.78,0.38
2014,Enero,Piña MD-2,Kilogramo,0.33,0.33
2014,Enero,Piña Nacional,Kilogramo,0.43,0.43
2014,Enero,Pitahaya,Kilogramo,2.88,2.88
2014,Enero,Plátano Barraganete,Racimo aprox. 50 lb,3.44,0.15
2014,Enero,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2014,Enero,Plátano Dominico,Racimo aprox. 50 lb,2.0,0.09
2014,Enero,Pollo en Pie,Libra,0.92,2.04
2014,Enero,Tomate de Árbol,Saco aprox. 80 lb,22.95,0.63
2014,Enero,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,5.54,0.35
2014,Enero,Tomate Riñón de Invernadero,Caja aprox. 35 lb,6.44,0.4
2014,Enero,Yuca Amarga,Funda aprox. 150 lb,8.19,0.12
2014,Enero,Yuca Bolona Blanca,Funda aprox. 150 lb,12.49,0.18
2014,Febrero,Arroz Cáscara,Saca aprox. 200 lb,33.55,0.37
2014,Febrero,Arveja Tierna en Vaina,Bulto aprox. 110 lb,31.25,0.63
2014,Febrero,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2014,Febrero,Cacao CCN51 Almendra Seca,Quintal,110.43,2.43
2014,Febrero,Cacao Fino de Aroma Almendra Seca,Quintal,109.58,2.41
2014,Febrero,Café Arábigo Bola,Quintal,92.42,2.03
2014,Febrero,Café Robusta Cereza,Quintal,10.8,0.24
2014,Febrero,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.15,0.03
2014,Febrero,Cebolla Colorada Seca y Limpia de Primera,Quintal,19.48,0.43
2014,Febrero,Cerdo en Pie para Faenamiento,Libra,1.18,2.62
2014,Febrero,Fréjol Amarillo Seco,Quintal,142.83,3.14
2014,Febrero,Fréjol Rojo Seco,Quintal,32.5,0.72
2014,Febrero,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,27.0,0.54
2014,Febrero,Frutilla,Caja de 10 lb,3.95,0.87
2014,Febrero,Huevo Mediano,Cubeta de 30 huevos,2.63,
2014,Febrero,Leche Cruda,Litro,0.42,
2014,Febrero,Limón,Saco aprox. 80 lb,10.0,0.28
2014,Febrero,Maíz Duro Seco,Quintal,18.81,0.41
2014,Febrero,Maíz Suave Choclo,Bulto aprox. 110 lb,15.8,0.32
2014,Febrero,Maracuyá,Kilogramo,0.45,0.45
2014,Febrero,Naranjilla Híbrida,Caja aprox. 35 lb,8.59,0.54
2014,Febrero,Naranjilla Jugo,Caja aprox. 35 lb,11.45,0.72
2014,Febrero,Palma de Aceite,Tonelada Métrica,153.21,0.15
2014,Febrero,Palmito,Tallo aprox. 3 lb,0.23,0.17
2014,Febrero,Panela en Bloque,Quintal,30.45,0.67
2014,Febrero,Panela Granulada,Quintal,49.31,1.08
2014,Febrero,Papa Superchola,Quintal,12.07,0.27
2014,Febrero,Pimiento,Saco aprox. 80 lb,16.44,0.45
2014,Febrero,Piña MD-2,Kilogramo,0.36,0.36
2014,Febrero,Piña Nacional,Kilogramo,0.37,0.37
2014,Febrero,Plátano Barraganete,Racimo aprox. 50 lb,2.81,0.12
2014,Febrero,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2014,Febrero,Plátano Dominico,Racimo aprox. 50 lb,2.17,0.1
2014,Febrero,Pollo en Pie,Libra,0.83,1.84
2014,Febrero,Tomate de Árbol,Saco aprox. 80 lb,27.97,0.77
2014,Febrero,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,3.31,0.21
2014,Febrero,Tomate Riñón de Invernadero,Caja aprox. 35 lb,5.9,0.37
2014,Febrero,Yuca Amarga,Funda aprox. 150 lb,8.56,0.13
2014,Febrero,Yuca Bolona Blanca,Funda aprox. 150 lb,13.5,0.2
2014,Marzo,Arroz Cáscara,Saca aprox. 200 lb,34.36,0.38
2014,Marzo,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2014,Marzo,Cacao CCN51 Almendra Seca,Quintal,115.58,2.54
2014,Marzo,Cacao Fino de Aroma Almendra Seca,Quintal,115.24,2.54
2014,Marzo,Café Arábigo Bola,Quintal,99.19,2.18
2014,Marzo,Café Robusta Cereza,Quintal,11.66,0.26
2014,Marzo,Caña de Azúcar Tallo Fresco,Tonelada Métrica,29.0,0.03
2014,Marzo,Cebolla Colorada Seca y Limpia de Primera,Quintal,29.98,0.66
2014,Marzo,Cerdo en Pie para Faenamiento,Libra,1.19,2.64
2014,Marzo,Fréjol Amarillo Seco,Quintal,168.06,3.7
2014,Marzo,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,23.54,0.47
2014,Marzo,Frutilla,Caja de 10 lb,3.54,0.78
2014,Marzo,Huevo Mediano,Cubeta de 30 huevos,2.71,
2014,Marzo,Leche Cruda,Litro,0.42,
2014,Marzo,Limón,Saco aprox. 80 lb,20.6,0.57
2014,Marzo,Maíz Duro Seco,Quintal,17.46,0.38
2014,Marzo,Maíz Suave Choclo,Bulto aprox. 110 lb,14.3,0.29
2014,Marzo,Maracuyá,Kilogramo,0.49,0.49
2014,Marzo,Naranjilla Híbrida,Caja aprox. 35 lb,8.15,0.51
2014,Marzo,Naranjilla Jugo,Caja aprox. 35 lb,12.0,0.75
2014,Marzo,Palma de Aceite,Tonelada Métrica,156.61,0.16
2014,Marzo,Panela en Bloque,Quintal,24.26,0.53
2014,Marzo,Papa Superchola,Quintal,12.77,0.28
2014,Marzo,Pimiento,Saco aprox. 80 lb,10.07,0.28
2014,Marzo,Piña MD-2,Kilogramo,0.36,0.36
2014,Marzo,Piña Nacional,Kilogramo,0.41,0.41
2014,Marzo,Pitahaya,Kilogramo,3.5,3.5
2014,Marzo,Plátano Barraganete,Racimo aprox. 50 lb,2.31,0.1
2014,Marzo,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2014,Marzo,Plátano Dominico,Racimo aprox. 50 lb,2.02,0.09
2014,Marzo,Pollo en Pie,Libra,0.8,1.78
2014,Marzo,Tomate de Árbol,Saco aprox. 80 lb,28.22,0.78
2014,Marzo,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,3.97,0.25
2014,Marzo,Tomate Riñón de Invernadero,Caja aprox. 35 lb,5.69,0.36
2014,Marzo,Yuca Amarga,Funda aprox. 150 lb,9.44,0.14
2014,Marzo,Yuca Bolona Blanca,Funda aprox. 150 lb,10.79,0.16
2014,Abril,Arroz Cáscara,Saca aprox. 200 lb,34.42,0.38
2014,Abril,Arveja Tierna en Vaina,Bulto aprox. 110 lb,37.2,0.74
2014,Abril,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2014,Abril,Brócoli,Kilogramo,0.25,0.25
2014,Abril,Cacao CCN51 Almendra Seca,Quintal,116.01,2.55
2014,Abril,Cacao Fino de Aroma Almendra Seca,Quintal,112.19,2.47
2014,Abril,Café Arábigo Bola,Quintal,105.19,2.31
2014,Abril,Café Robusta Cereza,Quintal,11.61,0.26
2014,Abril,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.0,0.03
2014,Abril,Cebolla Colorada Seca y Limpia de Primera,Quintal,40.97,0.9
2014,Abril,Cerdo en Pie para Faenamiento,Libra,1.19,2.64
2014,Abril,Fréjol Amarillo Seco,Quintal,169.06,3.72
2014,Abril,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,26.05,0.52
2014,Abril,Frutilla,Caja de 10 lb,3.93,0.86
2014,Abril,Haba Tierna en Vaina,Libra,1.06,2.35
2014,Abril,Huevo Mediano,Cubeta de 30 huevos,2.74,
2014,Abril,Leche Cruda,Litro,0.43,
2014,Abril,Limón,Saco aprox. 80 lb,15.0,0.41
2014,Abril,Maíz Duro Seco,Quintal,15.44,0.34
2014,Abril,Maíz Suave Choclo,Bulto aprox. 110 lb,14.62,0.29
2014,Abril,Maracuyá,Kilogramo,0.51,0.51
2014,Abril,Naranjilla Híbrida,Caja aprox. 35 lb,8.56,0.54
2014,Abril,Naranjilla Jugo,Caja aprox. 35 lb,12.05,0.76
2014,Abril,Palma de Aceite,Tonelada Métrica,161.58,0.16
2014,Abril,Palmito,Tallo aprox. 3 lb,0.23,0.17
2014,Abril,Panela en Bloque,Quintal,27.51,0.61
2014,Abril,Panela Granulada,Quintal,49.14,1.08
2014,Abril,Papa Superchola,Quintal,12.11,0.27
2014,Abril,Piña MD-2,Kilogramo,0.31,0.31
2014,Abril,Piña Nacional,Kilogramo,0.41,0.41
2014,Abril,Pitahaya,Kilogramo,2.54,2.54
2014,Abril,Plátano Barraganete,Racimo aprox. 50 lb,1.88,0.08
2014,Abril,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2014,Abril,Plátano Dominico,Racimo aprox. 50 lb,1.85,0.08
2014,Abril,Pollo en Pie,Libra,0.81,1.81
2014,Abril,Tomate de Árbol,Saco aprox. 80 lb,29.04,0.8
2014,Abril,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,3.25,0.2
2014,Abril,Tomate Riñón de Invernadero,Caja aprox. 35 lb,5.67,0.36
2014,Abril,Yuca Amarga,Funda aprox. 150 lb,7.75,0.11
2014,Abril,Yuca Bolona Blanca,Funda aprox. 150 lb,8.0,0.12
2014,Mayo,Arroz Cáscara,Saca aprox. 200 lb,32.35,0.36
2014,Mayo,Arveja Tierna en Vaina,Bulto aprox. 110 lb,35.27,0.71
2014,Mayo,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2014,Mayo,Banano Cavendish Enano,Caja aprox. 43 lb,5.08,0.26
2014,Mayo,Banano Cavendish Spot,Caja aprox. 43 lb,5.96,0.3
2014,Mayo,Brócoli,Kilogramo,0.25,0.25
2014,Mayo,Cacao CCN51 Almendra Seca,Quintal,105.09,2.31
2014,Mayo,Cacao Fino de Aroma Almendra Seca,Quintal,113.84,2.5
2014,Mayo,Café Arábigo Bola,Quintal,113.84,2.5
2014,Mayo,Café Robusta Cereza,Quintal,13.77,0.3
2014,Mayo,Cebolla Colorada Seca y Limpia de Primera,Quintal,43.08,0.95
2014,Mayo,Cerdo en Pie para Faenamiento,Libra,1.2,2.67
2014,Mayo,Fréjol Amarillo Seco,Quintal,151.72,3.34
2014,Mayo,Fréjol Rojo Seco,Quintal,53.5,1.18
2014,Mayo,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,22.5,0.45
2014,Mayo,Frutilla,Caja de 10 lb,4.04,0.89
2014,Mayo,Haba Tierna en Vaina,Libra,1.0,2.22
2014,Mayo,Huevo Mediano,Cubeta de 30 huevos,2.97,
2014,Mayo,Leche Cruda,Litro,0.42,
2014,Mayo,Limón,Saco aprox. 80 lb,10.02,0.28
2014,Mayo,Maíz Duro Seco,Quintal,14.12,0.31
2014,Mayo,Maíz Suave Choclo,Bulto aprox. 110 lb,23.06,0.46
2014,Mayo,Maracuyá,Kilogramo,0.54,0.54
2014,Mayo,Naranjilla Híbrida,Caja aprox. 35 lb,9.12,0.57
2014,Mayo,Palma de Aceite,Tonelada Métrica,153.81,0.15
2014,Mayo,Palmito,Tallo aprox. 3 lb,0.23,0.17
2014,Mayo,Panela en Bloque,Quintal,30.39,0.67
2014,Mayo,Panela Granulada,Quintal,44.9,0.99
2014,Mayo,Papa Superchola,Quintal,15.41,0.34
2014,Mayo,Pimiento,Saco aprox. 80 lb,20.0,0.55
2014,Mayo,Piña MD-2,Kilogramo,0.28,0.28
2014,Mayo,Piña Nacional,Kilogramo,0.43,0.43
2014,Mayo,Pitahaya,Kilogramo,3.5,3.5
2014,Mayo,Plátano Barraganete,Racimo aprox. 50 lb,1.9,0.08
2014,Mayo,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2014,Mayo,Plátano Dominico,Racimo aprox. 50 lb,1.83,0.08
2014,Mayo,Pollo en Pie,Libra,0.84,1.86
2014,Mayo,Tomate de Árbol,Saco aprox. 80 lb,24.87,0.68
2014,Mayo,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,6.29,0.4
2014,Mayo,Tomate Riñón de Invernadero,Caja aprox. 35 lb,8.61,0.54
2014,Mayo,Yuca Amarga,Funda aprox. 150 lb,7.42,0.11
2014,Mayo,Yuca Bolona Blanca,Funda aprox. 150 lb,8.0,0.12
2014,Junio,Arroz Cáscara,Saca aprox. 200 lb,34.0,0.37
2014,Junio,Arveja Tierna en Vaina,Bulto aprox. 110 lb,42.31,0.85
2014,Junio,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2014,Junio,Banano Cavendish Enano,Caja aprox. 43 lb,5.49,0.28
2014,Junio,Banano Cavendish Spot,Caja aprox. 43 lb,6.13,0.31
2014,Junio,Brócoli,Kilogramo,0.25,0.25
2014,Junio,Cacao CCN51 Almendra Seca,Quintal,110.09,2.42
2014,Junio,Cacao Fino de Aroma Almendra Seca,Quintal,116.79,2.57
2014,Junio,Café Arábigo Bola,Quintal,107.68,2.37
2014,Junio,Café Robusta Cereza,Quintal,14.25,0.31
2014,Junio,Caña de Azúcar Tallo Fresco,Tonelada Métrica,30.0,0.03
2014,Junio,Cebolla Colorada Seca y Limpia de Primera,Quintal,31.04,0.68
2014,Junio,Cerdo en Pie para Faenamiento,Libra,1.21,2.69
2014,Junio,Fréjol Amarillo Seco,Quintal,135.56,2.98
2014,Junio,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,22.14,0.44
2014,Junio,Frutilla,Caja de 10 lb,4.68,1.03
2014,Junio,Huevo Mediano,Cubeta de 30 huevos,2.81,
2014,Junio,Leche Cruda,Litro,0.43,
2014,Junio,Limón,Saco aprox. 80 lb,23.07,0.63
2014,Junio,Maíz Duro Seco,Quintal,14.13,0.31
2014,Junio,Maíz Suave Choclo,Bulto aprox. 110 lb,15.21,0.3
2014,Junio,Maracuyá,Kilogramo,0.5,0.5
2014,Junio,Naranjilla Híbrida,Caja aprox. 35 lb,11.49,0.72
2014,Junio,Palma de Aceite,Tonelada Métrica,153.12,0.15
2014,Junio,Palmito,Tallo aprox. 3 lb,0.23,0.17
2014,Junio,Panela en Bloque,Quintal,32.66,0.72
2014,Junio,Panela Granulada,Quintal,45.49,1.0
2014,Junio,Papa Superchola,Quintal,14.83,0.33
2014,Junio,Pimiento,Saco aprox. 80 lb,22.67,0.62
2014,Junio,Piña MD-2,Kilogramo,0.31,0.31
2014,Junio,Piña Nacional,Kilogramo,0.41,0.41
2014,Junio,Pitahaya,Kilogramo,3.25,3.25
2014,Junio,Plátano Barraganete,Racimo aprox. 50 lb,2.1,0.09
2014,Junio,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2014,Junio,Plátano Dominico,Racimo aprox. 50 lb,1.83,0.08
2014,Junio,Pollo en Pie,Libra,0.84,1.86
2014,Junio,Tomate de Árbol,Saco aprox. 80 lb,22.32,0.61
2014,Junio,Tomate Riñón a Campo Abierto,Caja aprox. 35 lb,6.0,0.38
2014,Junio,Tomate Riñón de Invernadero,Caja aprox. 35 lb,9.44,0.59
2014,Junio,Yuca Amarga,Funda aprox. 150 lb,6.48,0.1
2014,Junio,Yuca Bolona Blanca,Funda aprox. 150 lb,7.24,0.11
2014,Julio,Arroz Cáscara,Saca aprox. 200 lb,36.84,0.41
2014,Julio,Arveja Tierna en Vaina,Bulto aprox. 110 lb,31.69,0.63
2014,Julio,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2014,Julio,Banano Cavendish Enano,Caja aprox. 43 lb,4.33,0.22
2014,Julio,Banano Cavendish Spot,Caja aprox. 43 lb,5.07,0.26
2014,Julio,Brócoli,Kilogramo,0.25,0.25
2014,Julio,Cacao CCN51 Almendra Seca,Quintal,119.93,2.64
2014,Julio,Cacao Fino de Aroma Almendra Seca,Quintal,120.27,2.65
2014,Julio,Café Arábigo Bola,Quintal,121.1,2.66
2014,Julio,Café Robusta Cereza,Quintal,14.5,0.32
2014,Julio,Caña de Azúcar Tallo Fresco,Tonelada Métrica,31.77,0.03
2014,Julio,Cebolla Colorada Seca y Limpia de Primera,Quintal,28.34,0.62
2014,Julio,Cerdo en Pie para Faenamiento,Libra,1.21,2.69
2014,Julio,Fréjol Amarillo Seco,Quintal,6.3,0.14
2014,Julio,Fréjol Rojo Tierno en Vaina,Bulto aprox. 110 lb,25.31,0.51
2014,Julio,Frutilla,Caja de 10 lb,3.54,0.78
2014,Julio,Huevo Mediano,Cubeta de 30 huevos,2.8,
2014,Julio,Leche Cruda,Litro,0.43,
2014,Julio,Limón,Saco aprox. 80 lb,37.55,1.03
2014,Julio,Maíz Duro Seco,Quintal,14.37,0.32
2014,Julio,Maíz Suave Choclo,Bulto aprox. 110 lb,11.15,0.22
2014,Julio,Maracuyá,Kilogramo,0.46,0.46
2014,Julio,Naranjilla Híbrida,Caja aprox. 35 lb,11.19,0.7
2014,Julio,Palma de Aceite,Tonelada Métrica,154.64,0.15
2014,Julio,Palmito,Tallo aprox. 3 lb,0.23,0.17
2014,Julio,Panela en Bloque,Quintal,32.56,0.72
2014,Julio,Panela Granulada,Quintal,48.49,1.07
2014,Julio,Papa Superchola,Quintal,16.02,0.35
2014,Julio,Pimiento,Saco aprox. 80 lb,13.04,0.36
2014,Julio,Piña MD-2,Kilogramo,0.3,0.3
2014,Julio,Piña Nacional,Kilogramo,0.42,0.42
2014,Julio,Pitahaya,Kilogramo,4.0,4.0
2014,Julio,Plátano Barraganete,Racimo aprox. 50 lb,2.06,0.09
2014,Julio,Plátano Barraganete de Exportación,Caja aprox. 50 lb,7.0,0.31
2014,Julio,Plátano Dominico,Racimo aprox. 50 lb,1.71,0.08
2014,Julio,Pollo en Pie,Libra,0.89,1.97
2014,Julio,Tomate de Árbol,Saco aprox. 80 lb,22.58,0.62
2014,Julio,Tomate Riñón de Invernadero,Caja aprox. 35 lb,8.23,0.52
2014,Julio,Yuca Amarga,Funda aprox. 150 lb,5.42,0.08
2014,Julio,Yuca Bolona Blanca,Funda aprox. 150 lb,6.75,0.1
2014,Agosto,Arroz Cáscara,Saca aprox. 200 lb,37.27,0.41
2014,Agosto,Arveja Tierna en Vaina,Bulto aprox. 110 lb,39.2,0.78
2014,Agosto,Banano Cavendish,Caja aprox. 43 lb,6.22,0.32
2014,Agosto,Banano Cavendish Enano,Caja aprox. 43 lb,5.89,0.3
